Year,temp_mean,temp_std,co2_mean,co2_std
1534,-0.56049501,0.153191147,281.36,0.924841861
1535,-0.522997889,0.146657467,281.36,0.923427293
1536,-0.490971593,0.149772334,281.36,0.924278588
1537,-0.473184453,0.158518125,281.36,0.923561828
1538,-0.475985413,0.169877422,281.36,0.922324843
1539,-0.499641075,0.182348713,281.35,0.92239806
1540,-0.539537236,0.194798537,281.34,0.920461488
1541,-0.582674664,0.207167516,281.33,0.917012371
1542,-0.61665643,0.218010766,281.32,0.914021252
1543,-0.634189635,0.22362468,281.3,0.910273257
1544,-0.632792706,0.224503938,281.28,0.904773895
1545,-0.615906718,0.219961566,281.26,0.899679236
1546,-0.590214395,0.20801995,281.24,0.89319372
1547,-0.559770441,0.189096433,281.22,0.88729415
1548,-0.528079271,0.166310757,281.2,0.879108782
1549,-0.498725528,0.144826742,281.17,0.870912966
1550,-0.475650672,0.129532498,281.14,0.862460489
1551,-0.462760077,0.121243237,281.11,0.85334293
1552,-0.462376775,0.119596416,281.08,0.84317851
1553,-0.473662764,0.123835216,281.05,0.834212177
1554,-0.489841075,0.129138339,281.01,0.821460135
1555,-0.501721497,0.131449524,280.98,0.810958628
1556,-0.505067179,0.132371333,280.94,0.797541135
1557,-0.501807869,0.135392329,280.9,0.784089623
1558,-0.495114395,0.140199236,280.85,0.770195905
1559,-0.485528023,0.144197016,280.81,0.755825285
1560,-0.471917083,0.145212523,280.76,0.740531575
1561,-0.45299405,0.142705623,280.71,0.72586357
1562,-0.431593666,0.140058193,280.66,0.707426896
1563,-0.413456046,0.141059136,280.61,0.692015689
1564,-0.404351056,0.146272841,280.55,0.673544125
1565,-0.409804415,0.15326107,280.49,0.655111768
1566,-0.430504607,0.159849125,280.43,0.63656427
1567,-0.461066987,0.164957963,280.37,0.616962431
1568,-0.495185797,0.167244681,280.31,0.597759163
1569,-0.526359885,0.167659285,280.24,0.57676231
1570,-0.551557198,0.167769798,280.18,0.55659933
1571,-0.56850499,0.168114255,280.11,0.534928081
1572,-0.577049136,0.168138996,280.04,0.513307963
1573,-0.583275624,0.168147838,279.98,0.493384153
1574,-0.592547601,0.170922489,279.91,0.470504243
1575,-0.609786948,0.17762788,279.83,0.44977652
1576,-0.638606334,0.186558003,279.76,0.426734302
1577,-0.673774856,0.196537788,279.69,0.40669319
1578,-0.709533013,0.20517508,279.61,0.385982751
1579,-0.734651056,0.207913085,279.53,0.368625915
1580,-0.739669098,0.200289476,279.45,0.349442351
1581,-0.724113628,0.183994921,279.36,0.334147491
1582,-0.696247601,0.167228457,279.28,0.321668069
1583,-0.668982342,0.156484192,279.19,0.312911201
1584,-0.651967179,0.152365042,279.09,0.306232871
1585,-0.647778695,0.151800505,279,0.304915005
1586,-0.65528906,0.153595938,278.9,0.308887124
1587,-0.675324568,0.158223797,278.8,0.318167099
1588,-0.70272572,0.166093564,278.69,0.333660013
1589,-0.729319002,0.175427204,278.58,0.353445625
1590,-0.746612284,0.18195248,278.47,0.375095947
1591,-0.753015355,0.181801821,278.36,0.403028846
1592,-0.747672937,0.174966442,278.24,0.431906074
1593,-0.732809213,0.165429189,278.12,0.464739372
1594,-0.713566987,0.157520249,278,0.500806492
1595,-0.697446641,0.153668914,277.88,0.535994645
1596,-0.686748369,0.152715944,277.76,0.573067239
1597,-0.681448752,0.153331868,277.65,0.610978386
1598,-0.685898081,0.156900544,277.53,0.649677409
1599,-0.705777351,0.163130999,277.42,0.686538466
1600,-0.739750288,0.171043463,277.31,0.724034661
1601,-0.774212284,0.180189717,277.2,0.760872278
1602,-0.792100576,0.187110037,277.1,0.795786523
1603,-0.794525528,0.19037301,277.01,0.82848281
1604,-0.79011094,0.19321022,276.92,0.860174653
1605,-0.784791363,0.19876228,276.84,0.89069225
1606,-0.779852591,0.205607647,276.77,0.918154086
1607,-0.7747119,0.211615852,276.7,0.945011968
1608,-0.766982917,0.214844166,276.64,0.968365875
1609,-0.753891363,0.214656438,276.59,0.990641491
1610,-0.736557774,0.212365588,276.55,1.008255104
1611,-0.721672169,0.209536182,276.51,1.026078569
1612,-0.712074472,0.206790744,276.48,1.039769476
1613,-0.706649328,0.203608299,276.46,1.050989227
1614,-0.704020154,0.200324706,276.45,1.061448818
1615,-0.702831478,0.199545977,276.45,1.067660083
1616,-0.703314203,0.200761486,276.45,1.074495049
1617,-0.707662572,0.202476671,276.45,1.079854087
1618,-0.714567179,0.203545726,276.46,1.082943719
1619,-0.720646065,0.202216144,276.48,1.083406125
1620,-0.724935125,0.198930604,276.49,1.083546865
1621,-0.726575432,0.19552035,276.52,1.081725514
1622,-0.724707869,0.192590386,276.54,1.08065887
1623,-0.717323608,0.187230823,276.57,1.077905316
1624,-0.706846833,0.17993192,276.61,1.072595771
1625,-0.698308445,0.173538028,276.64,1.068774939
1626,-0.696544146,0.170748777,276.68,1.063566755
1627,-0.704067946,0.171197474,276.72,1.056496804
1628,-0.71799405,0.173486541,276.76,1.050187883
1629,-0.73303666,0.176934238,276.8,1.04342354
1630,-0.746193858,0.181262062,276.85,1.035257669
1631,-0.752406142,0.184964688,276.89,1.028280728
1632,-0.745704223,0.186458872,276.94,1.019459686
1633,-0.725448369,0.185390584,276.98,1.011208184
1634,-0.694707869,0.183429118,277.03,1.002561222
1635,-0.662077159,0.181429136,277.07,0.995373388
1636,-0.637861996,0.178644497,277.11,0.986497587
1637,-0.631520537,0.174753426,277.14,0.977834984
1638,-0.648290211,0.170724926,277.18,0.9697044
1639,-0.685866603,0.168911794,277.21,0.961291519
1640,-0.741154894,0.172588363,277.24,0.954282215
1641,-0.805460077,0.181353444,277.27,0.947371963
1642,-0.856526679,0.190112834,277.3,0.938537247
1643,-0.880696161,0.195398526,277.32,0.929720435
1644,-0.877803839,0.196629765,277.34,0.922833604
1645,-0.851746257,0.195353459,277.36,0.916607239
1646,-0.812173704,0.193143762,277.38,0.909388739
1647,-0.767025144,0.189899858,277.39,0.902170183
1648,-0.721970633,0.185961895,277.41,0.894597179
1649,-0.683688676,0.183676781,277.41,0.887784465
1650,-0.657660653,0.182635473,277.42,0.880928279
1651,-0.645627447,0.182851837,277.42,0.87411947
1652,-0.644232821,0.183357224,277.42,0.868532623
1653,-0.646242418,0.181621591,277.42,0.861909814
1654,-0.644546833,0.176276261,277.41,0.855497248
1655,-0.635409213,0.168254986,277.41,0.847747333
1656,-0.620406334,0.159275386,277.4,0.843907757
1657,-0.603851823,0.149782813,277.38,0.834698276
1658,-0.589041459,0.140653218,277.37,0.829685697
1659,-0.579427447,0.131699079,277.35,0.823434892
1660,-0.575437044,0.125931605,277.34,0.817199314
1661,-0.576447793,0.126147491,277.32,0.810565112
1662,-0.58194952,0.12934403,277.3,0.804355164
1663,-0.588974856,0.131785576,277.27,0.799012377
1664,-0.595554702,0.132262179,277.25,0.793764661
1665,-0.604129367,0.132363611,277.23,0.786513623
1666,-0.613466411,0.134580885,277.2,0.781809008
1667,-0.621203071,0.139875682,277.18,0.775454063
1668,-0.624724184,0.145991636,277.15,0.770025721
1669,-0.624154894,0.148184473,277.12,0.764545673
1670,-0.621808061,0.145787124,277.1,0.758613596
1671,-0.622492131,0.141739503,277.07,0.754538505
1672,-0.634083877,0.138731079,277.04,0.750904217
1673,-0.659407486,0.138976668,277.02,0.745371287
1674,-0.691625528,0.143621642,276.99,0.741089201
1675,-0.719280422,0.151619308,276.97,0.736354805
1676,-0.738029942,0.159846191,276.95,0.731689026
1677,-0.747809597,0.164332266,276.93,0.728572702
1678,-0.749073129,0.163933039,276.91,0.724099829
1679,-0.743782917,0.160266487,276.89,0.721723676
1680,-0.73213263,0.154271031,276.87,0.717148031
1681,-0.713828791,0.146441461,276.86,0.713387292
1682,-0.691993666,0.139191766,276.84,0.71103805
1683,-0.671326296,0.137334249,276.83,0.707580017
1684,-0.65596929,0.141397564,276.82,0.702861344
1685,-0.644441459,0.147110686,276.81,0.700476029
1686,-0.632386948,0.150674318,276.8,0.697865019
1687,-0.620975624,0.150951505,276.79,0.695837967
1688,-0.609340499,0.149986476,276.79,0.692125311
1689,-0.595260845,0.149548654,276.78,0.688960098
1690,-0.582147217,0.1488077,276.78,0.685972782
1691,-0.574439923,0.148519691,276.77,0.682543784
1692,-0.578183109,0.152681025,276.77,0.679427598
1693,-0.597048369,0.164538105,276.77,0.677445706
1694,-0.632738964,0.180066604,276.77,0.673973165
1695,-0.681334933,0.192721199,276.77,0.67120361
1696,-0.735013244,0.200311689,276.77,0.667937317
1697,-0.783409213,0.204728395,276.77,0.66452486
1698,-0.818183109,0.205551752,276.78,0.662144783
1699,-0.830808253,0.201792584,276.79,0.661066304
1700,-0.818716507,0.192632187,276.8,0.657103871
1701,-0.790482917,0.179513086,276.81,0.655687076
1702,-0.755282726,0.16694677,276.83,0.652968745
1703,-0.722585988,0.159782646,276.84,0.650052445
1704,-0.697670633,0.157681419,276.86,0.648080917
1705,-0.678826296,0.158043276,276.88,0.646536058
1706,-0.661059693,0.159886713,276.91,0.643862802
1707,-0.645367179,0.163153936,276.93,0.642189167
1708,-0.636658349,0.165566583,276.96,0.641155106
1709,-0.631746065,0.165928114,276.99,0.63903878
1710,-0.627371785,0.16579122,277.02,0.637230887
1711,-0.621532438,0.166350819,277.05,0.635847085
1712,-0.614490979,0.165688679,277.08,0.632078445
1713,-0.609590979,0.163591151,277.11,0.632341899
1714,-0.606935509,0.162704997,277.14,0.631170835
1715,-0.60410499,0.163513304,277.18,0.628777416
1716,-0.603624952,0.165465605,277.21,0.62696479
1717,-0.60371785,0.16685672,277.24,0.625655154
1718,-0.600426871,0.165409237,277.27,0.62305698
1719,-0.594034357,0.158617803,277.29,0.619557341
1720,-0.586716507,0.148769522,277.32,0.618068665
1721,-0.577866027,0.139511805,277.34,0.613782009
1722,-0.564302111,0.132472152,277.37,0.612836885
1723,-0.545137044,0.125662148,277.39,0.609771975
1724,-0.520447025,0.11705798,277.41,0.606409667
1725,-0.495415547,0.108790703,277.43,0.602244898
1726,-0.475216123,0.10173728,277.44,0.598688321
1727,-0.46670691,0.099846272,277.45,0.594671869
1728,-0.474627255,0.106821019,277.46,0.589910295
1729,-0.493902495,0.118465127,277.47,0.585047636
1730,-0.519507294,0.129168395,277.47,0.580828077
1731,-0.544286564,0.136711044,277.47,0.575224406
1732,-0.563343762,0.14282753,277.46,0.569248004
1733,-0.576314587,0.149894974,277.45,0.564846261
1734,-0.586007869,0.157804682,277.44,0.559374457
1735,-0.59268119,0.164590766,277.43,0.554620302
1736,-0.596222841,0.169087129,277.41,0.550962165
1737,-0.598240307,0.17236282,277.39,0.544772879
1738,-0.600923992,0.175368034,277.37,0.540439936
1739,-0.605713244,0.177676186,277.34,0.536105283
1740,-0.613178503,0.179111598,277.32,0.534901375
1741,-0.618083301,0.180202129,277.29,0.530462512
1742,-0.615540499,0.17961167,277.26,0.530387631
1743,-0.604322265,0.176849616,277.23,0.529005642
1744,-0.588632246,0.172431554,277.2,0.52886569
1745,-0.569424568,0.166358462,277.17,0.528145698
1746,-0.548039923,0.158378583,277.14,0.529828241
1747,-0.52943071,0.147487161,277.11,0.532046811
1748,-0.51957524,0.137425419,277.08,0.533187954
1749,-0.519478695,0.13345961,277.06,0.53571088
1750,-0.523434165,0.136160355,277.03,0.539997595
1751,-0.527673321,0.142257975,277.02,0.542527554
1752,-0.529113052,0.148702822,277,0.546273483
1753,-0.526451823,0.152287927,276.99,0.549149086
1754,-0.518246257,0.151393761,276.99,0.551367446
1755,-0.504067179,0.149726968,276.99,0.55324955
1756,-0.484492898,0.149812507,277,0.553551305
1757,-0.463863532,0.149986088,277.02,0.555001073
1758,-0.446344146,0.147799232,277.04,0.5559503
1759,-0.430150864,0.14339179,277.07,0.552695872
1760,-0.413220729,0.137130928,277.1,0.550376495
1761,-0.397791363,0.131060145,277.14,0.547547859
1762,-0.389709405,0.12857684,277.19,0.541456469
1763,-0.390351056,0.130125587,277.24,0.536531469
1764,-0.397322265,0.134339561,277.3,0.529350864
1765,-0.408282342,0.137686557,277.37,0.520852614
1766,-0.4274119,0.13917278,277.44,0.512042215
1767,-0.458056622,0.139448911,277.52,0.500284767
1768,-0.495884645,0.138652108,277.61,0.488433311
1769,-0.528235701,0.137510824,277.7,0.47547857
1770,-0.544468138,0.135448856,277.79,0.462483415
1771,-0.539636084,0.131875481,277.89,0.449938909
1772,-0.51815739,0.127544522,277.99,0.436707724
1773,-0.487892898,0.122150291,278.1,0.422316842
1774,-0.45753762,0.115374746,278.2,0.408279306
1775,-0.438441267,0.110097335,278.32,0.394191869
1776,-0.435427639,0.109722014,278.43,0.380070625
1777,-0.443723608,0.115992292,278.54,0.36704064
1778,-0.459696737,0.127553133,278.66,0.356953196
1779,-0.480737044,0.140697161,278.78,0.345562156
1780,-0.502710365,0.153078834,278.9,0.335583745
1781,-0.52357524,0.161701176,279.01,0.330199009
1782,-0.538968906,0.164566226,279.13,0.324838954
1783,-0.543573704,0.1604307,279.25,0.322338587
1784,-0.53495643,0.152315555,279.36,0.320497787
1785,-0.521043762,0.143130224,279.48,0.324237701
1786,-0.509033013,0.134960337,279.59,0.328292513
1787,-0.499630902,0.12998485,279.7,0.335737219
1788,-0.490250864,0.129139854,279.81,0.346195463
1789,-0.478664875,0.130307118,279.92,0.356998066
1790,-0.465851056,0.132146382,280.02,0.36906809
1791,-0.452620921,0.134852935,280.13,0.383960056
1792,-0.442333973,0.136641712,280.23,0.399300525
1793,-0.436730326,0.135894069,280.33,0.416942333
1794,-0.437129942,0.13249225,280.43,0.433913282
1795,-0.443346257,0.126357156,280.53,0.451011369
1796,-0.451043186,0.120138987,280.62,0.468447745
1797,-0.459270633,0.117592197,280.71,0.483682886
1798,-0.467065451,0.120406655,280.81,0.503168317
1799,-0.475575432,0.123921991,280.9,0.518951866
1800,-0.481193474,0.123434405,280.98,0.534323418
1801,-0.47946334,0.118030953,281.07,0.534323418
1802,-0.47391977,0.112650228,281.15,0.534323418
1803,-0.468134165,0.109540095,281.23,0.534323418
1804,-0.465986372,0.107261486,281.31,0.534323418
1805,-0.471988292,0.105560182,281.39,0.534323418
1806,-0.486709021,0.105446049,281.47,0.534323418
1807,-0.508747601,0.106253172,281.54,0.534323418
1808,-0.542059309,0.107762756,281.62,0.534323418
1809,-0.59096238,0.112860554,281.69,0.534323418
1810,-0.649491555,0.123247808,281.77,0.534323418
1811,-0.707328215,0.138156942,281.85,0.534323418
1812,-0.757388868,0.155443971,281.92,0.534323418
1813,-0.793266219,0.1695062,282,0.534323418
1814,-0.81486142,0.177142331,282.07,0.534323418
1815,-0.824740115,0.180150398,282.15,0.534323418
1816,-0.82374952,0.181281256,282.23,0.534323418
1817,-0.813071401,0.182021325,282.3,0.534323418
1818,-0.796478311,0.183505353,282.38,0.534323418
1819,-0.776136084,0.185434061,282.46,0.534323418
1820,-0.752947217,0.187326131,282.54,0.534323418
1821,-0.724678503,0.187437068,282.62,0.534323418
1822,-0.68943762,0.184126715,282.7,0.534323418
1823,-0.650666219,0.177552005,282.78,0.534323418
1824,-0.610827063,0.16941465,282.87,0.534323418
1825,-0.568853551,0.159098256,282.96,0.534323418
1826,-0.528748177,0.147442551,283.05,0.534323418
1827,-0.500671017,0.135512502,283.15,0.534323418
1828,-0.489164299,0.124533035,283.24,0.534323418
1829,-0.496050288,0.116294449,283.34,0.534323418
1830,-0.518459693,0.111148676,283.44,0.534323418
1831,-0.550695969,0.11085759,283.55,0.534323418
1832,-0.591553167,0.117909288,283.65,0.534323418
1833,-0.637073896,0.131336277,283.76,0.534323418
1834,-0.681411324,0.145596091,283.87,0.534323418
1835,-0.722901152,0.156611303,283.98,0.534323418
1836,-0.756165835,0.161617595,284.1,0.534323418
1837,-0.7745,0.161647604,284.22,0.534323418
1838,-0.773506334,0.157785243,284.34,0.534323418
1839,-0.758177927,0.151511687,284.46,0.534323418
1840,-0.737220921,0.145418693,284.58,0.534323418
1841,-0.715347793,0.14155418,284.71,0.534323418
1842,-0.693885029,0.140920874,284.84,0.534323418
1843,-0.673778311,0.143165698,284.96,0.534323418
1844,-0.650647793,0.145525325,285.09,0.534323418
1845,-0.624806526,0.144731591,285.21,0.534323418
1846,-0.601551823,0.13996969,285.33,0.534323418
1847,-0.587330902,0.135242726,285.44,0.534323418
1848,-0.57985643,0.134477484,285.56,0.534323418
1849,-0.571143186,0.136152848,285.66,0.534323418
1850,-0.554771209,0.135719333,285.77,0.534323418
1851,-0.532556238,0.132804828,285.86,0.534323418
1852,-0.510985029,0.12979924,285.96,0.534323418
1853,-0.498233397,0.128423519,286.05,0.534323418
1854,-0.494976008,0.127925854,286.14,0.534323418
1855,-0.497536084,0.12695354,286.23,0.534323418
1856,-0.49936737,0.124751522,286.31,0.534323418
1857,-0.49613666,0.120840817,286.4,0.534323418
1858,-0.488158733,0.116955853,286.49,0.534323418
1859,-0.481221497,0.115919958,286.57,0.534323418
1860,-0.479173321,0.119398677,286.67,0.534323418
1861,-0.485038772,0.12305211,286.76,0.534323418
1862,-0.500208829,0.123575364,286.86,0.534323418
1863,-0.517029559,0.120870312,286.97,0.534323418
1864,-0.530734933,0.117126932,287.08,0.534323418
1865,-0.540159885,0.112679243,287.2,0.534323418
1866,-0.544785221,0.10865053,287.32,0.534323418
1867,-0.542581574,0.106766511,287.45,0.534323418
1868,-0.535515547,0.10907789,287.59,0.534323418
1869,-0.528707678,0.113259479,287.73,0.534323418
1870,-0.522273704,0.115552103,287.88,0.534323418
1871,-0.518034165,0.116385954,288.04,0.534323418
1872,-0.513899616,0.11706656,288.2,0.534323418
1873,-0.506904415,0.117431347,288.37,0.534323418
1874,-0.495165451,0.11575084,288.55,0.534323418
1875,-0.478912476,0.1124445,288.73,0.534323418
1876,-0.46351286,0.111773236,288.93,0.534323418
1877,-0.45454261,0.116962455,289.13,0.534323418
1878,-0.456994626,0.126464234,289.33,0.534323418
1879,-0.472162764,0.136534835,289.55,0.534323418
1880,-0.494993282,0.141405554,289.78,0.534323418
1881,-0.518322649,0.138262553,290.01,0.534323418
1882,-0.537717274,0.13118908,290.26,0.534323418
1883,-0.552860077,0.123043085,290.51,0.534323418
1884,-0.563433589,0.116620605,290.77,0.534323418
1885,-0.565179846,0.112466521,291.05,0.534323418
1886,-0.556887524,0.109133744,291.33,0.534323418
1887,-0.544267562,0.106758052,291.62,0.534323418
1888,-0.531220921,0.10456722,291.92,0.534323418
1889,-0.518080422,0.101141478,292.23,0.534323418
1890,-0.505106142,0.097164966,292.55,0.534323418
1891,-0.493204607,0.093193862,292.87,0.534323418
1892,-0.480412284,0.089566662,293.2,0.534323418
1893,-0.462207102,0.087382772,293.53,0.534323418
1894,-0.43820499,0.089472204,293.87,0.534323418
1895,-0.413566795,0.096876022,294.2,0.534323418
1896,-0.395641843,0.103749219,294.54,0.534323418
1897,-0.391190979,0.103307801,294.88,0.534323418
1898,-0.401987716,0.097815632,295.22,0.534323418
1899,-0.418753551,0.092982936,295.56,0.534323418
1900,-0.429871785,0.089385402,295.9,0.534323418
1901,-0.437630134,0.086724682,296.24,0.534323418
1902,-0.44894856,0.086724171,296.59,0.534323418
1903,-0.460316123,0.090590956,296.93,0.534323418
1904,-0.463185605,0.095983484,297.28,0.534323418
1905,-0.45682572,0.100925387,297.63,0.534323418
1906,-0.443942035,0.1061386,297.98,0.534323418
1907,-0.429214395,0.112088243,298.34,0.534323418
1908,-0.416064491,0.115662893,298.7,0.534323418
1909,-0.412889827,0.116782765,299.06,0.534323418
1910,-0.42014357,0.116069831,299.42,0.534323418
1911,-0.433064491,0.117443826,299.78,0.534323418
1912,-0.445471785,0.123011607,300.15,0.534323418
1913,-0.448157006,0.129565814,300.52,0.534323418
1914,-0.440231478,0.132964389,300.89,0.534323418
1915,-0.427688292,0.133125267,301.27,0.534323418
1916,-0.41531977,0.131914771,301.64,0.534323418
1917,-0.400979846,0.130455086,302.02,0.534323418
1918,-0.381973129,0.130083001,302.4,0.534323418
1919,-0.357994626,0.131740485,302.77,0.534323418
1920,-0.329572361,0.135713603,303.15,0.534323418
1921,-0.300074088,0.14095575,303.53,0.534323418
1922,-0.274969482,0.145194192,303.9,0.534323418
1923,-0.259290019,0.145468371,304.27,0.534323418
1924,-0.253692514,0.138137059,304.64,0.534323418
1925,-0.253491363,0.123021023,305.01,0.534323418
1926,-0.254803455,0.104749112,305.38,0.534323418
1927,-0.255324376,0.091212375,305.74,0.534323418
1928,-0.253008253,0.090086955,306.1,0.534323418
1929,-0.246819386,0.099407859,306.46,0.534323418
1930,-0.237035125,0.112202522,306.81,0.534323418
1931,-0.225495777,0.125464936,307.15,0.534323418
1932,-0.209319962,0.138321167,307.49,0.534323418
1933,-0.187264875,0.147646611,307.82,0.534323418
1934,-0.159858541,0.148196085,308.14,0.534323418
1935,-0.12923858,0.136046196,308.45,0.534323418
1936,-0.098646449,0.115108384,308.75,0.534323418
1937,-0.072478503,0.098369486,309.04,0.534323418
1938,-0.055639155,0.098732603,309.31,0.534323418
1939,-0.049964491,0.110630338,309.57,0.534323418
1940,-0.051123608,0.121052716,309.82,0.534323418
1941,-0.053925528,0.125781093,310.05,0.534323418
1942,-0.05841881,0.125814858,310.26,0.534323418
1943,-0.067406142,0.12361798,310.46,0.534323418
1944,-0.079796353,0.121518725,310.65,0.534323418
1945,-0.09364357,0.122157421,310.84,0.534323418
1946,-0.110289635,0.125759766,311.02,0.534323418
1947,-0.128118426,0.12991858,311.22,0.534323418
1948,-0.142805758,0.13299737,311.42,0.534323418
1949,-0.150536468,0.133812007,311.65,0.534323418
1950,-0.146633781,0.129715926,311.89,0.534323418
1951,-0.135104031,0.120661311,312.16,0.534323418
1952,-0.118336468,0.112761561,312.46,0.534323418
1953,-0.102371593,0.111683401,312.79,0.534323418
1954,-0.09257524,0.116033213,313.15,0.534323418
1955,-0.087254511,0.119721673,313.55,0.534323418
1956,-0.085949712,0.121488486,313.99,0.534323418
1957,-0.088029559,0.124798373,314.45,0.534323418
1958,-0.092338004,0.132598591,314.96,0.534323418
1959,-0.098633973,0.142362574,315.5,0.534323418
1960,-0.106539539,0.148715585,316.08,0.534323418
1961,-0.120082062,0.147089698,316.7,0.534323418
1962,-0.121773608,0.14468955,317.36,0.534323418
1963,-0.116875876,0.144656665,318.06,0.534323418
1964,-0.110756289,0.147036004,318.8,0.534323418
1965,-0.111374845,0.147612321,319.58,0.534323418
1966,-0.119465155,0.145200446,320.4,0.534323418
1967,-0.13247732,0.141494341,321.26,0.534323418
1968,-0.150445567,0.137379365,322.16,0.534323418
1969,-0.171275052,0.134617825,323.11,0.534323418
1970,-0.197115464,0.137662449,324.09,0.534323418
1971,-0.221636907,0.145345567,325.11,0.534323418
1972,-0.235556289,0.151117623,326.17,0.534323418
1973,-0.236952784,0.152517985,327.26,0.534323418
1974,-0.228258144,0.149358001,328.39,0.534323418
1975,-0.212480825,0.143348425,329.56,0.534323418
1976,-0.193332165,0.137549375,330.76,0.534323418
1977,-0.177224124,0.137112183,331.99,0.534323418
1978,-0.165024124,0.144406923,333.26,0.534323418
1979,-0.151685361,0.155057414,334.55,0.534323418
1980,-0.132358864,0.171362639,335.88,0.534323418
1981,-0.151058485,0.110112503,337.23,0.534323418
1982,-0.115694848,0.108774427,338.61,0.534323418
1983,-0.086462727,0.108003344,340.02,0.534323418
1984,-0.072959394,0.10679753,341.45,0.534323418
1985,-0.075264848,0.105999271,342.9,0.534323418
1986,-0.082491515,0.105421644,344.37,0.534323418
1987,-0.085730303,0.105293899,345.86,0.534323418
1988,-0.079176364,0.106172257,347.37,0.534323418
1989,-0.067515758,0.108133232,348.89,0.534323418
1990,-0.058392727,0.110170548,350.43,0.534323418
1991,-0.054675152,0.111305054,351.98,0.534323418
1992,-0.05468447,0.120499949,353.54,0.534323418
1993,-0.044931313,0.13417948,355.12,0.534323418
1994,-0.013711364,0.146603579,356.71,0.534323418
1995,-0.015508333,0.142910804,358.3,0.534323418
1996,,,359.91,0.534323418
1997,,,361.52,0.534323418
1998,,,363.14,0.534323418
1999,,,364.77,0.534323418
2000,,,366.4,0.534323418
